date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:29:08	810559/810559	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2002%20Oct%202016%2013:16:46%20GMT	http://instantgems.us/fonts/WhitneyPro-Bold.svg	C:/My%20Web%20Sites/Landing%201/instantgems.us/fonts/WhitneyPro-Bold.svg	(from http://instantgems.us/css/style.css)
18:29:32	190032/190032	---M--	200	added ('OK')	application/x-font-ttf	date:Sun,%2002%20Oct%202016%2013:16:40%20GMT	http://instantgems.us/fonts/WhitneyPro-Bold.ttf	C:/My%20Web%20Sites/Landing%201/instantgems.us/fonts/WhitneyPro-Bold.ttf	(from http://instantgems.us/css/style.css)
18:29:33	77203/77203	---M--	200	added ('OK')	text/html	date:Sun,%2002%20Oct%202016%2013:16:46%20GMT	http://instantgems.us/fonts/WhitneyPro-Book.html	C:/My%20Web%20Sites/Landing%201/instantgems.us/fonts/WhitneyPro-Book.html	(from http://instantgems.us/css/style.css)
18:29:38	194360/194360	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2002%20Oct%202016%2013:16:40%20GMT	http://instantgems.us/fonts/WhitneyPro-Book.eot	C:/My%20Web%20Sites/Landing%201/instantgems.us/fonts/WhitneyPro-Book.eot	(from http://instantgems.us/css/style.css)
18:29:43	194360/194360	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2002%20Oct%202016%2013:16:40%20GMT	http://instantgems.us/fonts/WhitneyPro-Bookd41d_162a16fe.eot	C:/My%20Web%20Sites/Landing%201/instantgems.us/fonts/WhitneyPro-Bookd41d_162a16fe.eot	(from http://instantgems.us/css/style.css)
18:29:50	72516/72516	---M--	200	added ('OK')	application/x-font-woff	date:Sun,%2002%20Oct%202016%2013:16:40%20GMT	http://instantgems.us/fonts/WhitneyPro-Book.woff	C:/My%20Web%20Sites/Landing%201/instantgems.us/fonts/WhitneyPro-Book.woff	(from http://instantgems.us/css/style.css)
18:29:59	805085/805085	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2002%20Oct%202016%2013:16:46%20GMT	http://instantgems.us/fonts/WhitneyPro-Book.svg	C:/My%20Web%20Sites/Landing%201/instantgems.us/fonts/WhitneyPro-Book.svg	(from http://instantgems.us/css/style.css)
18:30:17	194108/194108	---M--	200	added ('OK')	application/x-font-ttf	date:Sun,%2002%20Oct%202016%2013:16:40%20GMT	http://instantgems.us/fonts/WhitneyPro-Book.ttf	C:/My%20Web%20Sites/Landing%201/instantgems.us/fonts/WhitneyPro-Book.ttf	(from http://instantgems.us/css/style.css)
18:30:18	71087/71087	---M--	200	added ('OK')	text/html	date:Sun,%2002%20Oct%202016%2013:16:46%20GMT	http://instantgems.us/fonts/WhitneyPro-Light.html	C:/My%20Web%20Sites/Landing%201/instantgems.us/fonts/WhitneyPro-Light.html	(from http://instantgems.us/css/style.css)
18:30:29	192224/192224	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2002%20Oct%202016%2013:16:42%20GMT	http://instantgems.us/fonts/WhitneyPro-Light.eot	C:/My%20Web%20Sites/Landing%201/instantgems.us/fonts/WhitneyPro-Light.eot	(from http://instantgems.us/css/style.css)
18:30:31	70076/70076	---M--	200	added ('OK')	application/x-font-woff	date:Sun,%2002%20Oct%202016%2013:16:40%20GMT	http://instantgems.us/fonts/WhitneyPro-Light.woff	C:/My%20Web%20Sites/Landing%201/instantgems.us/fonts/WhitneyPro-Light.woff	(from http://instantgems.us/css/style.css)
18:30:35	192224/192224	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2002%20Oct%202016%2013:16:40%20GMT	http://instantgems.us/fonts/WhitneyPro-Lightd41d_162a16fe.eot	C:/My%20Web%20Sites/Landing%201/instantgems.us/fonts/WhitneyPro-Lightd41d_162a16fe.eot	(from http://instantgems.us/css/style.css)
18:30:47	772394/772394	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2002%20Oct%202016%2013:16:46%20GMT	http://instantgems.us/fonts/WhitneyPro-Light.svg	C:/My%20Web%20Sites/Landing%201/instantgems.us/fonts/WhitneyPro-Light.svg	(from http://instantgems.us/css/style.css)
18:31:09	191968/191968	---M--	200	added ('OK')	application/x-font-ttf	date:Sun,%2002%20Oct%202016%2013:16:42%20GMT	http://instantgems.us/fonts/WhitneyPro-Light.ttf	C:/My%20Web%20Sites/Landing%201/instantgems.us/fonts/WhitneyPro-Light.ttf	(from http://instantgems.us/css/style.css)
18:31:10	72459/72459	---M--	200	added ('OK')	text/html	date:Sun,%2002%20Oct%202016%2013:16:46%20GMT	http://instantgems.us/fonts/WhitneyPro-Medium.html	C:/My%20Web%20Sites/Landing%201/instantgems.us/fonts/WhitneyPro-Medium.html	(from http://instantgems.us/css/style.css)
18:31:15	189632/189632	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2002%20Oct%202016%2013:16:42%20GMT	http://instantgems.us/fonts/WhitneyPro-Medium.eot	C:/My%20Web%20Sites/Landing%201/instantgems.us/fonts/WhitneyPro-Medium.eot	(from http://instantgems.us/css/style.css)
18:31:20	189632/189632	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2002%20Oct%202016%2013:16:42%20GMT	http://instantgems.us/fonts/WhitneyPro-Mediumd41d_162a16fe.eot	C:/My%20Web%20Sites/Landing%201/instantgems.us/fonts/WhitneyPro-Mediumd41d_162a16fe.eot	(from http://instantgems.us/css/style.css)
18:31:25	69920/69920	---M--	200	added ('OK')	application/x-font-woff	date:Sun,%2002%20Oct%202016%2013:16:42%20GMT	http://instantgems.us/fonts/WhitneyPro-Medium.woff	C:/My%20Web%20Sites/Landing%201/instantgems.us/fonts/WhitneyPro-Medium.woff	(from http://instantgems.us/css/style.css)
